,iso2,year,sex,age,cases
1387,MA,2008,m,0-14,51
20891,MA,2008,f,15-24,1081
3825,MA,2008,m,15-24,1992
23329,MA,2008,f,25-34,803
6263,MA,2008,m,25-34,2372
25767,MA,2008,f,35-44,479
8701,MA,2008,m,35-44,1514
28205,MA,2008,f,45-54,360
11139,MA,2008,m,45-54,1179
30643,MA,2008,f,55-64,290
13577,MA,2008,m,55-64,633
33081,MA,2008,f,65+,358
16015,MA,2008,m,65+,589
18454,MC,1999,f,0-14,0
1388,MC,1999,m,0-14,0
20892,MC,1999,f,15-24,0
3826,MC,1999,m,15-24,0
23330,MC,1999,f,25-34,0
6264,MC,1999,m,25-34,0
25768,MC,1999,f,35-44,0
8702,MC,1999,m,35-44,0
28206,MC,1999,f,45-54,0
11140,MC,1999,m,45-54,1
30644,MC,1999,f,55-64,0
13578,MC,1999,m,55-64,0
33082,MC,1999,f,65+,1
16016,MC,1999,m,65+,0
18455,MD,1995,f,0-14,2
1389,MD,1995,m,0-14,0
20893,MD,1995,f,15-24,42
3827,MD,1995,m,15-24,55
23331,MD,1995,f,25-34,38
6265,MD,1995,m,25-34,115
25769,MD,1995,f,35-44,31
8703,MD,1995,m,35-44,166
28207,MD,1995,f,45-54,19
11141,MD,1995,m,45-54,95
30645,MD,1995,f,55-64,10
13579,MD,1995,m,55-64,65
33083,MD,1995,f,65+,12
16017,MD,1995,m,65+,15
18456,MD,1996,f,0-14,2
1390,MD,1996,m,0-14,0
20894,MD,1996,f,15-24,10
3828,MD,1996,m,15-24,26
23332,MD,1996,f,25-34,14
6266,MD,1996,m,25-34,33
25770,MD,1996,f,35-44,18
8704,MD,1996,m,35-44,55
28208,MD,1996,f,45-54,4
11142,MD,1996,m,45-54,34
30646,MD,1996,f,55-64,3
13580,MD,1996,m,55-64,9
33084,MD,1996,f,65+,6
16018,MD,1996,m,65+,5
18457,MD,1997,f,0-14,0
1391,MD,1997,m,0-14,0
20895,MD,1997,f,15-24,24
3829,MD,1997,m,15-24,51
23333,MD,1997,f,25-34,32
6267,MD,1997,m,25-34,65
25771,MD,1997,f,35-44,16
8705,MD,1997,m,35-44,86
28209,MD,1997,f,45-54,14
11143,MD,1997,m,45-54,47
30647,MD,1997,f,55-64,6
13581,MD,1997,m,55-64,35
33085,MD,1997,f,65+,8
16019,MD,1997,m,65+,13
18458,MD,1998,f,0-14,2
1392,MD,1998,m,0-14,2
20896,MD,1998,f,15-24,34
3830,MD,1998,m,15-24,72
23334,MD,1998,f,25-34,20
6268,MD,1998,m,25-34,67
25772,MD,1998,f,35-44,34
8706,MD,1998,m,35-44,116
28210,MD,1998,f,45-54,10
11144,MD,1998,m,45-54,56
30648,MD,1998,f,55-64,5
13582,MD,1998,m,55-64,36
33086,MD,1998,f,65+,7
16020,MD,1998,m,65+,16
18459,MD,1999,f,0-14,3
1393,MD,1999,m,0-14,1
20897,MD,1999,f,15-24,31
3831,MD,1999,m,15-24,89
23335,MD,1999,f,25-34,32
6269,MD,1999,m,25-34,123
25773,MD,1999,f,35-44,27
8707,MD,1999,m,35-44,144
28211,MD,1999,f,45-54,19
11145,MD,1999,m,45-54,84
30649,MD,1999,f,55-64,7
13583,MD,1999,m,55-64,29
33087,MD,1999,f,65+,6
16021,MD,1999,m,65+,14
18460,MD,2000,f,0-14,1
1394,MD,2000,m,0-14,2
20898,MD,2000,f,15-24,16
3832,MD,2000,m,15-24,52
23336,MD,2000,f,25-34,32
6270,MD,2000,m,25-34,31
25774,MD,2000,f,35-44,45
8708,MD,2000,m,35-44,36
28212,MD,2000,f,45-54,23
11146,MD,2000,m,45-54,13
30650,MD,2000,f,55-64,14
13584,MD,2000,m,55-64,13
33088,MD,2000,f,65+,6
16022,MD,2000,m,65+,6
18461,MD,2001,f,0-14,6
1395,MD,2001,m,0-14,1
20899,MD,2001,f,15-24,58
3833,MD,2001,m,15-24,152
23337,MD,2001,f,25-34,61
6271,MD,2001,m,25-34,197
25775,MD,2001,f,35-44,46
8709,MD,2001,m,35-44,230
28213,MD,2001,f,45-54,33
11147,MD,2001,m,45-54,158
30651,MD,2001,f,55-64,14
13585,MD,2001,m,55-64,62
33089,MD,2001,f,65+,10
16023,MD,2001,m,65+,32
18462,MD,2002,f,0-14,11
1396,MD,2002,m,0-14,5
20900,MD,2002,f,15-24,71
3834,MD,2002,m,15-24,159
23338,MD,2002,f,25-34,76
6272,MD,2002,m,25-34,220
25776,MD,2002,f,35-44,41
8710,MD,2002,m,35-44,237
28214,MD,2002,f,45-54,32
11148,MD,2002,m,45-54,181
30652,MD,2002,f,55-64,23
13586,MD,2002,m,55-64,49
33090,MD,2002,f,65+,8
16024,MD,2002,m,65+,33
18463,MD,2003,f,0-14,1
1397,MD,2003,m,0-14,1
20901,MD,2003,f,15-24,101
3835,MD,2003,m,15-24,152
23339,MD,2003,f,25-34,71
6273,MD,2003,m,25-34,201
25777,MD,2003,f,35-44,64
8711,MD,2003,m,35-44,252
28215,MD,2003,f,45-54,40
11149,MD,2003,m,45-54,206
30653,MD,2003,f,55-64,16
13587,MD,2003,m,55-64,62
33091,MD,2003,f,65+,22
16025,MD,2003,m,65+,25
18464,MD,2004,f,0-14,11
1398,MD,2004,m,0-14,8
20902,MD,2004,f,15-24,91
3836,MD,2004,m,15-24,210
23340,MD,2004,f,25-34,97
6274,MD,2004,m,25-34,277
25778,MD,2004,f,35-44,57
8712,MD,2004,m,35-44,284
28216,MD,2004,f,45-54,53
11150,MD,2004,m,45-54,267
30654,MD,2004,f,55-64,28
13588,MD,2004,m,55-64,89
33092,MD,2004,f,65+,22
16026,MD,2004,m,65+,42
18465,MD,2005,f,0-14,3
1399,MD,2005,m,0-14,2
20903,MD,2005,f,15-24,97
3837,MD,2005,m,15-24,211
23341,MD,2005,f,25-34,92
6275,MD,2005,m,25-34,337
25779,MD,2005,f,35-44,57
8713,MD,2005,m,35-44,345
28217,MD,2005,f,45-54,61
11151,MD,2005,m,45-54,313
30655,MD,2005,f,55-64,23
13589,MD,2005,m,55-64,106
33093,MD,2005,f,65+,18
16027,MD,2005,m,65+,31
18466,MD,2006,f,0-14,7
1400,MD,2006,m,0-14,2
20904,MD,2006,f,15-24,91
3838,MD,2006,m,15-24,175
23342,MD,2006,f,25-34,108
6276,MD,2006,m,25-34,302
25780,MD,2006,f,35-44,72
8714,MD,2006,m,35-44,349
28218,MD,2006,f,45-54,67
11152,MD,2006,m,45-54,312
30656,MD,2006,f,55-64,25
13590,MD,2006,m,55-64,106
33094,MD,2006,f,65+,31
16028,MD,2006,m,65+,32
18467,MD,2007,f,0-14,2
1401,MD,2007,m,0-14,0
20905,MD,2007,f,15-24,97
3839,MD,2007,m,15-24,181
23343,MD,2007,f,25-34,85
6277,MD,2007,m,25-34,281
25781,MD,2007,f,35-44,57
8715,MD,2007,m,35-44,343
28219,MD,2007,f,45-54,58
11153,MD,2007,m,45-54,314
30657,MD,2007,f,55-64,25
13591,MD,2007,m,55-64,107
33095,MD,2007,f,65+,25
16029,MD,2007,m,65+,35
18468,MD,2008,f,0-14,4
1402,MD,2008,m,0-14,1
20906,MD,2008,f,15-24,85
3840,MD,2008,m,15-24,167
23344,MD,2008,f,25-34,81
6278,MD,2008,m,25-34,271
25782,MD,2008,f,35-44,57
8716,MD,2008,m,35-44,314
28220,MD,2008,f,45-54,52
11154,MD,2008,m,45-54,317
30658,MD,2008,f,55-64,22
13592,MD,2008,m,55-64,105
33096,MD,2008,f,65+,25
16030,MD,2008,m,65+,32
18469,ME,2005,f,0-14,0
1403,ME,2005,m,0-14,0
20907,ME,2005,f,15-24,0
3841,ME,2005,m,15-24,3
23345,ME,2005,f,25-34,7
6279,ME,2005,m,25-34,5
25783,ME,2005,f,35-44,3
8717,ME,2005,m,35-44,7
28221,ME,2005,f,45-54,4
11155,ME,2005,m,45-54,15
30659,ME,2005,f,55-64,0
13593,ME,2005,m,55-64,4
33097,ME,2005,f,65+,8
16031,ME,2005,m,65+,8
18470,ME,2006,f,0-14,0
1404,ME,2006,m,0-14,0
20908,ME,2006,f,15-24,3
3842,ME,2006,m,15-24,0
23346,ME,2006,f,25-34,4
6280,ME,2006,m,25-34,7
25784,ME,2006,f,35-44,4
8718,ME,2006,m,35-44,7
28222,ME,2006,f,45-54,4
11156,ME,2006,m,45-54,12
30660,ME,2006,f,55-64,3
13594,ME,2006,m,55-64,9
33098,ME,2006,f,65+,2
16032,ME,2006,m,65+,3
18471,ME,2007,f,0-14,0
1405,ME,2007,m,0-14,0
20909,ME,2007,f,15-24,3
3843,ME,2007,m,15-24,0
23347,ME,2007,f,25-34,3
6281,ME,2007,m,25-34,6
25785,ME,2007,f,35-44,4
8719,ME,2007,m,35-44,3
28223,ME,2007,f,45-54,3
11157,ME,2007,m,45-54,10
30661,ME,2007,f,55-64,3
13595,ME,2007,m,55-64,1
33099,ME,2007,f,65+,1
16033,ME,2007,m,65+,3
18472,ME,2008,f,0-14,0
1406,ME,2008,m,0-14,0
20910,ME,2008,f,15-24,4
3844,ME,2008,m,15-24,2
23348,ME,2008,f,25-34,5
6282,ME,2008,m,25-34,7
25786,ME,2008,f,35-44,5
8720,ME,2008,m,35-44,10
28224,ME,2008,f,45-54,10
11158,ME,2008,m,45-54,5
30662,ME,2008,f,55-64,4
13596,ME,2008,m,55-64,5
33100,ME,2008,f,65+,7
16034,ME,2008,m,65+,1
18473,MG,1995,f,0-14,100
1407,MG,1995,m,0-14,79
20911,MG,1995,f,15-24,799
3845,MG,1995,m,15-24,791
23349,MG,1995,f,25-34,1108
6283,MG,1995,m,25-34,1289
25787,MG,1995,f,35-44,744
8721,MG,1995,m,35-44,1173
28225,MG,1995,f,45-54,340
11159,MG,1995,m,45-54,630
30663,MG,1995,f,55-64,230
13597,MG,1995,m,55-64,423
33101,MG,1995,f,65+,78
16035,MG,1995,m,65+,242
18474,MG,1996,f,0-14,106
1408,MG,1996,m,0-14,68
20912,MG,1996,f,15-24,808
3846,MG,1996,m,15-24,888
23350,MG,1996,f,25-34,1031
6284,MG,1996,m,25-34,1325
25788,MG,1996,f,35-44,744
8722,MG,1996,m,35-44,1271
28226,MG,1996,f,45-54,393
11160,MG,1996,m,45-54,673
30664,MG,1996,f,55-64,197
13598,MG,1996,m,55-64,484
33102,MG,1996,f,65+,79
16036,MG,1996,m,65+,285
18475,MG,1998,f,0-14,108
1409,MG,1998,m,0-14,70
20913,MG,1998,f,15-24,852
3847,MG,1998,m,15-24,827
23351,MG,1998,f,25-34,1193
6285,MG,1998,m,25-34,1545
25789,MG,1998,f,35-44,824
8723,MG,1998,m,35-44,1420
28227,MG,1998,f,45-54,430
11161,MG,1998,m,45-54,829
30665,MG,1998,f,55-64,253
13599,MG,1998,m,55-64,485
33103,MG,1998,f,65+,117
16037,MG,1998,m,65+,282
18476,MG,2001,f,0-14,190
1410,MG,2001,m,0-14,103
20914,MG,2001,f,15-24,1010
3848,MG,2001,m,15-24,1033
23352,MG,2001,f,25-34,1349
6286,MG,2001,m,25-34,1588
25790,MG,2001,f,35-44,1094
8724,MG,2001,m,35-44,1625
28228,MG,2001,f,45-54,546
11162,MG,2001,m,45-54,1094
30666,MG,2001,f,55-64,289
13600,MG,2001,m,55-64,613
33104,MG,2001,f,65+,154
16038,MG,2001,m,65+,404
18477,MG,2002,f,0-14,163
1411,MG,2002,m,0-14,94
20915,MG,2002,f,15-24,983
3849,MG,2002,m,15-24,1023
23353,MG,2002,f,25-34,1372
6287,MG,2002,m,25-34,1594
25791,MG,2002,f,35-44,1000
8725,MG,2002,m,35-44,1563
28229,MG,2002,f,45-54,598
11163,MG,2002,m,45-54,1174
30667,MG,2002,f,55-64,234
13601,MG,2002,m,55-64,609
33105,MG,2002,f,65+,135
16039,MG,2002,m,65+,398
18478,MG,2003,f,0-14,216
1412,MG,2003,m,0-14,123
20916,MG,2003,f,15-24,1164
3850,MG,2003,m,15-24,1249
23354,MG,2003,f,25-34,1578
6288,MG,2003,m,25-34,1830
25792,MG,2003,f,35-44,1240
8726,MG,2003,m,35-44,1839
28230,MG,2003,f,45-54,743
11164,MG,2003,m,45-54,1413
30668,MG,2003,f,55-64,326
13602,MG,2003,m,55-64,723
33106,MG,2003,f,65+,191
16040,MG,2003,m,65+,438
18479,MG,2004,f,0-14,130
1413,MG,2004,m,0-14,118
20917,MG,2004,f,15-24,950
3851,MG,2004,m,15-24,1025
23355,MG,2004,f,25-34,1130
6289,MG,2004,m,25-34,1593
25793,MG,2004,f,35-44,841
8727,MG,2004,m,35-44,1482
28231,MG,2004,f,45-54,513
11165,MG,2004,m,45-54,1026
30669,MG,2004,f,55-64,220
13603,MG,2004,m,55-64,495
33107,MG,2004,f,65+,95
16041,MG,2004,m,65+,300
18480,MG,2005,f,0-14,150
1414,MG,2005,m,0-14,98
20918,MG,2005,f,15-24,1012
3852,MG,2005,m,15-24,1159
23356,MG,2005,f,25-34,1451
6290,MG,2005,m,25-34,1867
25794,MG,2005,f,35-44,1047
8728,MG,2005,m,35-44,1732
28232,MG,2005,f,45-54,614
11166,MG,2005,m,45-54,1349
30670,MG,2005,f,55-64,248
13604,MG,2005,m,55-64,582
33108,MG,2005,f,65+,129
16042,MG,2005,m,65+,333
18481,MG,2006,f,0-14,208
1415,MG,2006,m,0-14,117
20919,MG,2006,f,15-24,1458
3853,MG,2006,m,15-24,1500
23357,MG,2006,f,25-34,1944
6291,MG,2006,m,25-34,2391
25795,MG,2006,f,35-44,1444
8729,MG,2006,m,35-44,2220
28233,MG,2006,f,45-54,874
11167,MG,2006,m,45-54,1714
30671,MG,2006,f,55-64,353
13605,MG,2006,m,55-64,766
33109,MG,2006,f,65+,166
16043,MG,2006,m,65+,458
18482,MG,2007,f,0-14,223
1416,MG,2007,m,0-14,196
20920,MG,2007,f,15-24,1456
3854,MG,2007,m,15-24,1473
23358,MG,2007,f,25-34,1810
6292,MG,2007,m,25-34,2353
25796,MG,2007,f,35-44,1354
8730,MG,2007,m,35-44,2097
28234,MG,2007,f,45-54,880
11168,MG,2007,m,45-54,1671
30672,MG,2007,f,55-64,378
13606,MG,2007,m,55-64,823
33110,MG,2007,f,65+,192
16044,MG,2007,m,65+,438
18483,MG,2008,f,0-14,251
1417,MG,2008,m,0-14,142
20921,MG,2008,f,15-24,1433
3855,MG,2008,m,15-24,1499
23359,MG,2008,f,25-34,1846
6293,MG,2008,m,25-34,2294
25797,MG,2008,f,35-44,1352
8731,MG,2008,m,35-44,2113
28235,MG,2008,f,45-54,911
11169,MG,2008,m,45-54,1669
30673,MG,2008,f,55-64,383
13607,MG,2008,m,55-64,836
33111,MG,2008,f,65+,171
16045,MG,2008,m,65+,465
18484,MH,1996,f,0-14,12
1418,MH,1996,m,0-14,7
20922,MH,1996,f,15-24,7
3856,MH,1996,m,15-24,8
23360,MH,1996,f,25-34,3
6294,MH,1996,m,25-34,3
25798,MH,1996,f,35-44,3
8732,MH,1996,m,35-44,3
28236,MH,1996,f,45-54,2
11170,MH,1996,m,45-54,5
30674,MH,1996,f,55-64,3
13608,MH,1996,m,55-64,3
33112,MH,1996,f,65+,2
16046,MH,1996,m,65+,0
18485,MH,1998,f,0-14,0
1419,MH,1998,m,0-14,0
20923,MH,1998,f,15-24,1
3857,MH,1998,m,15-24,2
23361,MH,1998,f,25-34,3
6295,MH,1998,m,25-34,0
25799,MH,1998,f,35-44,1
8733,MH,1998,m,35-44,1
28237,MH,1998,f,45-54,0
11171,MH,1998,m,45-54,1
30675,MH,1998,f,55-64,1
13609,MH,1998,m,55-64,1
33113,MH,1998,f,65+,0
16047,MH,1998,m,65+,0
18486,MH,1999,f,0-14,2
1420,MH,1999,m,0-14,5
20924,MH,1999,f,15-24,10
3858,MH,1999,m,15-24,10
23362,MH,1999,f,25-34,7
6296,MH,1999,m,25-34,3
25800,MH,1999,f,35-44,2
8734,MH,1999,m,35-44,4
28238,MH,1999,f,45-54,2
11172,MH,1999,m,45-54,1
30676,MH,1999,f,55-64,2
13610,MH,1999,m,55-64,6
33114,MH,1999,f,65+,0
16048,MH,1999,m,65+,0
18487,MH,2000,f,0-14,7
1421,MH,2000,m,0-14,3
20925,MH,2000,f,15-24,7
3859,MH,2000,m,15-24,5
23363,MH,2000,f,25-34,3
6297,MH,2000,m,25-34,4
25801,MH,2000,f,35-44,0
8735,MH,2000,m,35-44,1
28239,MH,2000,f,45-54,2
11173,MH,2000,m,45-54,3
30677,MH,2000,f,55-64,2
13611,MH,2000,m,55-64,5
33115,MH,2000,f,65+,0
16049,MH,2000,m,65+,3
18488,MH,2001,f,0-14,5
1422,MH,2001,m,0-14,3
20926,MH,2001,f,15-24,6
3860,MH,2001,m,15-24,8
23364,MH,2001,f,25-34,4
6298,MH,2001,m,25-34,4
25802,MH,2001,f,35-44,7
8736,MH,2001,m,35-44,2
28240,MH,2001,f,45-54,8
11174,MH,2001,m,45-54,4
30678,MH,2001,f,55-64,2
13612,MH,2001,m,55-64,2
33116,MH,2001,f,65+,1
16050,MH,2001,m,65+,0
18489,MH,2002,f,0-14,0
1423,MH,2002,m,0-14,0
20927,MH,2002,f,15-24,2
3861,MH,2002,m,15-24,1
23365,MH,2002,f,25-34,0
6299,MH,2002,m,25-34,2
25803,MH,2002,f,35-44,0
8737,MH,2002,m,35-44,1
28241,MH,2002,f,45-54,3
11175,MH,2002,m,45-54,3
30679,MH,2002,f,55-64,1
13613,MH,2002,m,55-64,2
33117,MH,2002,f,65+,1
16051,MH,2002,m,65+,2
18490,MH,2003,f,0-14,4
1424,MH,2003,m,0-14,6
20928,MH,2003,f,15-24,9
3862,MH,2003,m,15-24,4
23366,MH,2003,f,25-34,2
6300,MH,2003,m,25-34,2
25804,MH,2003,f,35-44,4
8738,MH,2003,m,35-44,7
28242,MH,2003,f,45-54,6
11176,MH,2003,m,45-54,7
30680,MH,2003,f,55-64,1
13614,MH,2003,m,55-64,2
33118,MH,2003,f,65+,4
16052,MH,2003,m,65+,2
18491,MH,2004,f,0-14,1
1425,MH,2004,m,0-14,2
20929,MH,2004,f,15-24,7
3863,MH,2004,m,15-24,5
23367,MH,2004,f,25-34,5
6301,MH,2004,m,25-34,4
25805,MH,2004,f,35-44,3
8739,MH,2004,m,35-44,3
28243,MH,2004,f,45-54,3
11177,MH,2004,m,45-54,3
30681,MH,2004,f,55-64,0
13615,MH,2004,m,55-64,2
33119,MH,2004,f,65+,1
16053,MH,2004,m,65+,0
18492,MH,2005,f,0-14,1
1426,MH,2005,m,0-14,2
20930,MH,2005,f,15-24,9
3864,MH,2005,m,15-24,4
23368,MH,2005,f,25-34,2
6302,MH,2005,m,25-34,4
25806,MH,2005,f,35-44,4
8740,MH,2005,m,35-44,5
28244,MH,2005,f,45-54,3
11178,MH,2005,m,45-54,6
30682,MH,2005,f,55-64,4
13616,MH,2005,m,55-64,1
33120,MH,2005,f,65+,2
16054,MH,2005,m,65+,1
18493,MH,2006,f,0-14,2
1427,MH,2006,m,0-14,0
20931,MH,2006,f,15-24,2
3865,MH,2006,m,15-24,4
23369,MH,2006,f,25-34,3
6303,MH,2006,m,25-34,3
25807,MH,2006,f,35-44,3
8741,MH,2006,m,35-44,4
28245,MH,2006,f,45-54,7
11179,MH,2006,m,45-54,6
30683,MH,2006,f,55-64,4
13617,MH,2006,m,55-64,3
33121,MH,2006,f,65+,2
16055,MH,2006,m,65+,2
18494,MH,2007,f,0-14,1
1428,MH,2007,m,0-14,0
20932,MH,2007,f,15-24,3
3866,MH,2007,m,15-24,1
23370,MH,2007,f,25-34,3
6304,MH,2007,m,25-34,1
25808,MH,2007,f,35-44,2
8742,MH,2007,m,35-44,2
28246,MH,2007,f,45-54,3
11180,MH,2007,m,45-54,5
30684,MH,2007,f,55-64,3
13618,MH,2007,m,55-64,1
33122,MH,2007,f,65+,0
16056,MH,2007,m,65+,0
18495,MH,2008,f,0-14,2
1429,MH,2008,m,0-14,1
20933,MH,2008,f,15-24,3
3867,MH,2008,m,15-24,1
23371,MH,2008,f,25-34,2
6305,MH,2008,m,25-34,1
25809,MH,2008,f,35-44,4
8743,MH,2008,m,35-44,2
28247,MH,2008,f,45-54,5
11181,MH,2008,m,45-54,3
30685,MH,2008,f,55-64,1
13619,MH,2008,m,55-64,0
33123,MH,2008,f,65+,0
16057,MH,2008,m,65+,0
18496,MK,1995,f,0-14,2
1430,MK,1995,m,0-14,2
20934,MK,1995,f,15-24,32
3868,MK,1995,m,15-24,15
23372,MK,1995,f,25-34,30
6306,MK,1995,m,25-34,42
25810,MK,1995,f,35-44,20
8744,MK,1995,m,35-44,45
28248,MK,1995,f,45-54,11
11182,MK,1995,m,45-54,33
30686,MK,1995,f,55-64,17
13620,MK,1995,m,55-64,29
33124,MK,1995,f,65+,17
16058,MK,1995,m,65+,24
18497,MK,1996,f,0-14,3
1431,MK,1996,m,0-14,5
20935,MK,1996,f,15-24,15
3869,MK,1996,m,15-24,17
23373,MK,1996,f,25-34,25
6307,MK,1996,m,25-34,20
25811,MK,1996,f,35-44,17
8745,MK,1996,m,35-44,35
28249,MK,1996,f,45-54,9
11183,MK,1996,m,45-54,16
30687,MK,1996,f,55-64,19
13621,MK,1996,m,55-64,25
33125,MK,1996,f,65+,12
16059,MK,1996,m,65+,22
18498,MK,1997,f,0-14,1
1432,MK,1997,m,0-14,1
20936,MK,1997,f,15-24,14
3870,MK,1997,m,15-24,8
23374,MK,1997,f,25-34,19
6308,MK,1997,m,25-34,21
25812,MK,1997,f,35-44,13
8746,MK,1997,m,35-44,25
28250,MK,1997,f,45-54,6
11184,MK,1997,m,45-54,24
30688,MK,1997,f,55-64,7
13622,MK,1997,m,55-64,21
33126,MK,1997,f,65+,11
16060,MK,1997,m,65+,21
18499,MK,1998,f,0-14,5
1433,MK,1998,m,0-14,3
20937,MK,1998,f,15-24,16
3871,MK,1998,m,15-24,14
23375,MK,1998,f,25-34,18
6309,MK,1998,m,25-34,19
25813,MK,1998,f,35-44,8
8747,MK,1998,m,35-44,56
28251,MK,1998,f,45-54,8
11185,MK,1998,m,45-54,18
30689,MK,1998,f,55-64,6
13623,MK,1998,m,55-64,21
33127,MK,1998,f,65+,4
16061,MK,1998,m,65+,13
18500,MK,1999,f,0-14,1
1434,MK,1999,m,0-14,1
20938,MK,1999,f,15-24,7
3872,MK,1999,m,15-24,11
23376,MK,1999,f,25-34,9
6310,MK,1999,m,25-34,10
25814,MK,1999,f,35-44,5
8748,MK,1999,m,35-44,19
28252,MK,1999,f,45-54,1
11186,MK,1999,m,45-54,27
30690,MK,1999,f,55-64,10
13624,MK,1999,m,55-64,15
33128,MK,1999,f,65+,1
16062,MK,1999,m,65+,5
18501,MK,2000,f,0-14,1
1435,MK,2000,m,0-14,5
20939,MK,2000,f,15-24,15
3873,MK,2000,m,15-24,8
23377,MK,2000,f,25-34,14
6311,MK,2000,m,25-34,14
25815,MK,2000,f,35-44,17
8749,MK,2000,m,35-44,20
28253,MK,2000,f,45-54,5
11187,MK,2000,m,45-54,19
30691,MK,2000,f,55-64,5
13625,MK,2000,m,55-64,20
33129,MK,2000,f,65+,10
16063,MK,2000,m,65+,14
18502,MK,2001,f,0-14,1
1436,MK,2001,m,0-14,1
20940,MK,2001,f,15-24,17
3874,MK,2001,m,15-24,10
23378,MK,2001,f,25-34,18
6312,MK,2001,m,25-34,17
25816,MK,2001,f,35-44,14
8750,MK,2001,m,35-44,17
28254,MK,2001,f,45-54,7
11188,MK,2001,m,45-54,15
30692,MK,2001,f,55-64,3
13626,MK,2001,m,55-64,21
33130,MK,2001,f,65+,7
16064,MK,2001,m,65+,16
18503,MK,2002,f,0-14,3
1437,MK,2002,m,0-14,2
20941,MK,2002,f,15-24,18
3875,MK,2002,m,15-24,20
23379,MK,2002,f,25-34,24
6313,MK,2002,m,25-34,17
25817,MK,2002,f,35-44,12
8751,MK,2002,m,35-44,28
28255,MK,2002,f,45-54,4
11189,MK,2002,m,45-54,31
30693,MK,2002,f,55-64,6
13627,MK,2002,m,55-64,22
33131,MK,2002,f,65+,6
16065,MK,2002,m,65+,7
18504,MK,2003,f,0-14,0
1438,MK,2003,m,0-14,1
20942,MK,2003,f,15-24,16
3876,MK,2003,m,15-24,20
23380,MK,2003,f,25-34,16
6314,MK,2003,m,25-34,23
25818,MK,2003,f,35-44,9
8752,MK,2003,m,35-44,35
28256,MK,2003,f,45-54,9
11190,MK,2003,m,45-54,28
30694,MK,2003,f,55-64,1
13628,MK,2003,m,55-64,17
33132,MK,2003,f,65+,8
16066,MK,2003,m,65+,17
18505,MK,2004,f,0-14,0
1439,MK,2004,m,0-14,2
20943,MK,2004,f,15-24,15
3877,MK,2004,m,15-24,12
23381,MK,2004,f,25-34,20
6315,MK,2004,m,25-34,18
25819,MK,2004,f,35-44,19
8753,MK,2004,m,35-44,19
28257,MK,2004,f,45-54,6
11191,MK,2004,m,45-54,33
30695,MK,2004,f,55-64,3
13629,MK,2004,m,55-64,21
33133,MK,2004,f,65+,17
16067,MK,2004,m,65+,15
18506,MK,2005,f,0-14,2
1440,MK,2005,m,0-14,2
20944,MK,2005,f,15-24,17
3878,MK,2005,m,15-24,14
23382,MK,2005,f,25-34,13
6316,MK,2005,m,25-34,20
25820,MK,2005,f,35-44,10
8754,MK,2005,m,35-44,23
28258,MK,2005,f,45-54,7
11192,MK,2005,m,45-54,20
30696,MK,2005,f,55-64,5
13630,MK,2005,m,55-64,18
33134,MK,2005,f,65+,13
16068,MK,2005,m,65+,13
18507,MK,2006,f,0-14,3
1441,MK,2006,m,0-14,0
20945,MK,2006,f,15-24,16
3879,MK,2006,m,15-24,15
23383,MK,2006,f,25-34,9
6317,MK,2006,m,25-34,15
25821,MK,2006,f,35-44,9
8755,MK,2006,m,35-44,25
28259,MK,2006,f,45-54,6
11193,MK,2006,m,45-54,37
30697,MK,2006,f,55-64,7
13631,MK,2006,m,55-64,18
33135,MK,2006,f,65+,11
16069,MK,2006,m,65+,7
18508,MK,2007,f,0-14,4
1442,MK,2007,m,0-14,1
20946,MK,2007,f,15-24,11
3880,MK,2007,m,15-24,12
23384,MK,2007,f,25-34,12
6318,MK,2007,m,25-34,22
25822,MK,2007,f,35-44,9
8756,MK,2007,m,35-44,27
28260,MK,2007,f,45-54,4
11194,MK,2007,m,45-54,46
30698,MK,2007,f,55-64,4
13632,MK,2007,m,55-64,21
33136,MK,2007,f,65+,8
16070,MK,2007,m,65+,19
18509,MK,2008,f,0-14,2
1443,MK,2008,m,0-14,1
20947,MK,2008,f,15-24,24
3881,MK,2008,m,15-24,18
23385,MK,2008,f,25-34,15
6319,MK,2008,m,25-34,21
25823,MK,2008,f,35-44,14
8757,MK,2008,m,35-44,13
28261,MK,2008,f,45-54,8
11195,MK,2008,m,45-54,25
30699,MK,2008,f,55-64,7
13633,MK,2008,m,55-64,15
33137,MK,2008,f,65+,10
16071,MK,2008,m,65+,15
18510,ML,1995,f,0-14,31
1444,ML,1995,m,0-14,27
20948,ML,1995,f,15-24,132
3882,ML,1995,m,15-24,72
23386,ML,1995,f,25-34,184
6320,ML,1995,m,25-34,357
25824,ML,1995,f,35-44,128
8758,ML,1995,m,35-44,294
28262,ML,1995,f,45-54,107
11196,ML,1995,m,45-54,181
30700,ML,1995,f,55-64,61
13634,ML,1995,m,55-64,138
33138,ML,1995,f,65+,52
16072,ML,1995,m,65+,102
18511,ML,1996,f,0-14,21
1445,ML,1996,m,0-14,19
20949,ML,1996,f,15-24,153
3883,ML,1996,m,15-24,182
23387,ML,1996,f,25-34,197
6321,ML,1996,m,25-34,408
25825,ML,1996,f,35-44,128
8759,ML,1996,m,35-44,364
28263,ML,1996,f,45-54,95
11197,ML,1996,m,45-54,226
30701,ML,1996,f,55-64,51
13635,ML,1996,m,55-64,157
33139,ML,1996,f,65+,36
16073,ML,1996,m,65+,136
